usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,key_resp.rt,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase,trials.order
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.937"",""0.422"",""0.622"",""0.880""]","[0,1,1,1]",0,44,44,44,1,0,0,,,1,FALSE,5.0406,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.927"",""0.578"",""0.818""]","[1,0,1,1]",0,45,45,45,1,1,0,,,1,FALSE,2.2112,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.271"",""0.477"",""0.029"",""0.974""]","[1,1,0,1]",0,46,46,46,1,0,1,,,1,FALSE,6.3662,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.676"",""0.368"",""0.578"",""0.818""]","[0,1,1,1]",0,47,47,47,1,1,0,,,1,FALSE,6.0892,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.027"",""0.578"",""0.818""]","[1,0,1,1]",0,48,48,48,1,1,0,,,1,FALSE,2.6162,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.674"",""0.477"",""0.775"",""0.974""]","[0,1,1,1]",0,49,49,49,1,0,1,,,1,FALSE,2.4587,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.917"",""0.310"",""0.511"",""0.711""]","[0,1,1,1]",0,50,50,50,1,1,1,,,1,FALSE,2.7717,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.205"",""0.676"",""0.622"",""0.880""]","[1,0,1,1]",0,51,51,51,1,0,0,,,1,FALSE,3.4647,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.109"",""0.368"",""0.917"",""0.818""]","[1,1,0,1]",0,52,52,52,1,1,0,,,1,FALSE,2.9433,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.934"",""0.422"",""0.622"",""0.880""]","[0,1,1,1]",0,53,53,53,1,0,0,,,1,FALSE,3.3429,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.271"",""0.477"",""0.029"",""0.974""]","[1,1,0,1]",0,54,54,54,1,0,1,,,1,FALSE,2.3792,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.153"",""0.310"",""0.511"",""0.934""]","[1,1,1,0]",0,55,55,55,1,1,1,,,1,FALSE,2.4551,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.271"",""0.477"",""0.775"",""0.045""]","[1,1,1,0]",0,56,56,56,1,0,1,,,1,FALSE,1.9876,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.205"",""0.422"",""0.622"",""0.920""]","[1,1,1,0]",0,57,57,57,1,0,0,,,1,FALSE,4.4877,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.271"",""0.934"",""0.775"",""0.974""]","[1,0,1,1]",0,58,58,58,1,0,1,,,1,FALSE,2.3552,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.109"",""0.368"",""0.578"",""0.674""]","[1,1,1,0]",0,59,59,59,1,1,0,,,1,FALSE,2.772,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.153"",""0.310"",""0.038"",""0.711""]","[1,1,0,1]",0,60,60,60,1,1,1,,,1,FALSE,2.6051,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.674"",""0.368"",""0.578"",""0.818""]","[0,1,1,1]",0,61,61,61,1,1,0,,,1,FALSE,6.5366,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.205"",""0.422"",""0.674"",""0.880""]","[1,1,0,1]",0,62,62,62,1,0,0,,,1,FALSE,2.0476,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.153"",""0.674"",""0.511"",""0.711""]","[1,0,1,1]",0,63,63,63,1,1,1,,,1,FALSE,2.5547,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0, ,,0,8.919263179,732.3166,0,0,0,0,1,2,1,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,  ,,0,6.616696061,725.0092,0,0,0,0,1,2,1,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,  ,,0,7.082108564,739.5624,0,0,0,0,1,2,1,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,1,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,space,19.1131,a,1,"[""0.271"",""0.477"",""0.920"",""0.974""]","[1,1,0,1]",0,0,0,0,1,0,1,,,1,FALSE,5.8095,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.368"",""0.578"",""0.658""]","[1,1,1,0]",0,1,1,1,1,1,0,,,1,FALSE,6.6338,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.045"",""0.578"",""0.818""]","[1,0,1,1]",0,2,2,2,1,1,0,,,1,FALSE,2.1191,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.271"",""0.477"",""0.775"",""0.029""]","[1,1,1,0]",0,3,3,3,1,0,1,,,1,FALSE,1.3535,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.368"",""0.674"",""0.818""]","[1,1,0,1]",0,4,4,4,1,1,0,,,1,FALSE,2.5239,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.153"",""0.927"",""0.511"",""0.711""]","[1,0,1,1]",0,5,5,5,1,1,1,,,1,FALSE,0.6588,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.920"",""0.422"",""0.622"",""0.880""]","[0,1,1,1]",0,6,6,6,1,0,0,,,1,FALSE,4.9259,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.038"",""0.368"",""0.578"",""0.818""]","[0,1,1,1]",0,7,7,7,1,1,0,,,1,FALSE,3.5253,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.153"",""0.310"",""0.934"",""0.711""]","[1,1,0,1]",0,8,8,8,1,1,1,,,1,FALSE,7.1991,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,,0,"[""0.205"",""0.422"",""0.622"",""0.038""]","[1,1,1,0]",0,9,9,9,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.205"",""0.422"",""0.674"",""0.880""]","[1,1,0,1]",0,10,10,10,1,0,0,,,1,FALSE,4.2391,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.153"",""0.310"",""0.511"",""0.029""]","[1,1,1,0]",0,11,11,11,1,1,1,,,1,FALSE,2.9338,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.205"",""0.029"",""0.622"",""0.880""]","[1,0,1,1]",0,12,12,12,1,0,0,,,1,FALSE,7.9787,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.934"",""0.477"",""0.775"",""0.974""]","[0,1,1,1]",0,13,13,13,1,0,1,,,1,FALSE,1.6384,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.271"",""0.937"",""0.775"",""0.974""]","[1,0,1,1]",0,14,14,14,1,0,1,,,1,FALSE,1.5759,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.676"",""0.310"",""0.511"",""0.711""]","[0,1,1,1]",0,15,15,15,1,1,1,,,1,FALSE,2.2298,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.153"",""0.674"",""0.511"",""0.711""]","[1,0,1,1]",0,16,16,16,1,1,1,,,1,FALSE,1.4438,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.368"",""0.578"",""0.658""]","[1,1,1,0]",0,17,17,17,1,1,0,,,1,FALSE,5.0614,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.045"",""0.477"",""0.775"",""0.974""]","[0,1,1,1]",0,18,18,18,1,0,1,,,1,FALSE,2.3703,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.658"",""0.578"",""0.818""]","[1,0,1,1]",0,19,19,19,1,1,0,,,1,FALSE,6.9523,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.071"",""0.310"",""0.511"",""0.711""]","[0,1,1,1]",0,20,20,20,1,1,1,,,1,FALSE,2.1917,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.109"",""0.368"",""0.029"",""0.818""]","[1,1,0,1]",0,21,21,21,1,1,0,,,1,FALSE,5.0608,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.205"",""0.422"",""0.071"",""0.880""]","[1,1,0,1]",0,22,22,22,1,0,0,,,1,FALSE,4.3821,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.205"",""0.917"",""0.622"",""0.880""]","[1,0,1,1]",0,23,23,23,1,0,0,,,1,FALSE,3.2698,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.676"",""0.422"",""0.622"",""0.880""]","[0,1,1,1]",0,24,24,24,1,0,0,,,1,FALSE,2.2852,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.205"",""0.422"",""0.622"",""0.038""]","[1,1,1,0]",0,25,25,25,1,0,0,,,1,FALSE,3.5952,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.271"",""0.477"",""0.917"",""0.974""]","[1,1,0,1]",0,26,26,26,1,0,1,,,1,FALSE,1.3772,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.153"",""0.310"",""0.920"",""0.711""]","[1,1,0,1]",0,27,27,27,1,1,1,,,1,FALSE,1.2518,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.153"",""0.310"",""0.511"",""0.917""]","[1,1,1,0]",0,28,28,28,1,1,1,,,1,FALSE,1.3989,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.271"",""0.674"",""0.775"",""0.974""]","[1,0,1,1]",0,29,29,29,1,0,1,,,1,FALSE,2.6888,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.674"",""0.368"",""0.578"",""0.818""]","[0,1,1,1]",0,30,30,30,1,1,0,,,1,FALSE,2.5869,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.271"",""0.477"",""0.775"",""0.045""]","[1,1,1,0]",0,31,31,31,1,0,1,,,1,FALSE,3.5079,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.368"",""0.920"",""0.818""]","[1,1,0,1]",0,32,32,32,1,1,0,,,1,FALSE,6.0688,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.674"",""0.368"",""0.578"",""0.818""]","[0,1,1,1]",0,33,33,33,1,1,0,,,1,FALSE,3.6771,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.674"",""0.310"",""0.511"",""0.711""]","[0,1,1,1]",0,34,34,34,1,1,1,,,1,FALSE,1.7746,,,,,,,,,,,,,,
,5f5aa7a073b8271a0ab0947c,001,2022-04-29_03h19.29.085,classification_task,2021.2.3,Win32,143.1024614,5f5aa7a073b8271a0ab0947c,626b377229c10585ec392f89,626b3cad9b9ba8cdf9161613,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.109"",""0.368"",""0.578"",""0.674""]","[1,1,1,0]",0,35,35,35,1,1,0,,,1,FALSE,4.5168,,,,,,,0,1,1,1,1,2,2,63
