usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,key_resp.rt,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.695"",""0.447"",""0.847"",""0.881""]","[0,1,1,1]",0,38,38,38,1,0,1,,,1,FALSE,0.5656,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.118"",""0.201"",""0.557"",""0.813""]","[1,1,0,1]",0,39,39,39,1,1,0,,,1,FALSE,0.6755,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.611"",""0.201"",""0.482"",""0.813""]","[0,1,1,1]",0,40,40,40,1,1,0,,,1,FALSE,5.2248,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.054"",""0.332"",""0.520"",""0.633""]","[1,1,1,0]",0,41,41,41,1,1,1,,,1,FALSE,2.1649,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.118"",""0.201"",""0.482"",""0.641""]","[1,1,1,0]",0,42,42,42,1,1,0,,,1,FALSE,0.3774,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.054"",""0.626"",""0.520"",""0.741""]","[1,0,1,1]",0,43,43,43,1,1,1,,,1,FALSE,0.3641,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.695"",""0.332"",""0.520"",""0.741""]","[0,1,1,1]",0,44,44,44,1,1,1,,,1,FALSE,0.4811,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.118"",""0.656"",""0.482"",""0.813""]","[1,0,1,1]",0,45,45,45,1,1,0,,,1,FALSE,0.364,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.167"",""0.447"",""0.847"",""0.566""]","[1,1,1,0]",0,46,46,46,1,0,1,,,1,FALSE,0.3335,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.670"",""0.391"",""0.921"",""0.966""]","[0,1,1,1]",0,47,47,47,1,0,0,,,1,FALSE,0.5006,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.054"",""0.332"",""0.656"",""0.741""]","[1,1,0,1]",0,48,48,48,1,1,1,,,1,FALSE,0.4282,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.263"",""0.391"",""0.695"",""0.966""]","[1,1,0,1]",0,49,49,49,1,0,0,,,1,FALSE,0.3773,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.167"",""0.571"",""0.847"",""0.881""]","[1,0,1,1]",0,50,50,50,1,0,1,,,1,FALSE,0.4435,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.611"",""0.332"",""0.520"",""0.741""]","[0,1,1,1]",0,51,51,51,1,1,1,,,1,FALSE,1.859,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.054"",""0.566"",""0.520"",""0.741""]","[1,0,1,1]",0,52,52,52,1,1,1,,,1,FALSE,0.4184,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.118"",""0.201"",""0.695"",""0.813""]","[1,1,0,1]",0,53,53,53,1,1,0,,,1,FALSE,0.427,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.167"",""0.447"",""0.656"",""0.881""]","[1,1,0,1]",0,54,54,54,1,0,1,,,1,FALSE,0.3458,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.611"",""0.391"",""0.921"",""0.966""]","[0,1,1,1]",0,55,55,55,1,0,0,,,1,FALSE,0.5236,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.263"",""0.391"",""0.921"",""0.626""]","[1,1,1,0]",0,56,56,56,1,0,0,,,1,FALSE,0.3312,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.167"",""0.447"",""0.847"",""0.641""]","[1,1,1,0]",0,57,57,57,1,0,1,,,1,FALSE,0.3151,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.263"",""0.695"",""0.921"",""0.966""]","[1,0,1,1]",0,58,58,58,1,0,0,,,1,FALSE,0.4822,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.054"",""0.332"",""0.520"",""0.610""]","[1,1,1,0]",0,59,59,59,1,1,1,,,1,FALSE,1.014,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.118"",""0.566"",""0.482"",""0.813""]","[1,0,1,1]",0,60,60,60,1,1,0,,,1,FALSE,0.7808,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.626"",""0.447"",""0.847"",""0.881""]","[0,1,1,1]",0,61,61,61,1,0,1,,,1,FALSE,0.6308,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.118"",""0.201"",""0.482"",""0.641""]","[1,1,1,0]",0,62,62,62,1,1,0,,,1,FALSE,0.4633,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.610"",""0.201"",""0.482"",""0.813""]","[0,1,1,1]",0,63,63,63,1,1,0,,,1,FALSE,0.5625,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0, ,,0,,,0,0,0,0,1,2,1
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,  ,,0,,,0,0,0,0,1,2,1
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,  ,,0,,,0,0,0,0,1,2,1
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,1
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,space,5.6906,l,0,"[""0.263"",""0.391"",""0.921"",""0.622""]","[1,1,1,0]",0,0,0,0,1,0,0,,,1,FALSE,1.2852,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.054"",""0.332"",""0.520"",""0.557""]","[1,1,1,0]",0,1,1,1,1,1,1,,,1,FALSE,0.3988,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.679"",""0.447"",""0.847"",""0.881""]","[0,1,1,1]",0,2,2,2,1,0,1,,,1,FALSE,2.9571,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.118"",""0.201"",""0.482"",""0.612""]","[1,1,1,0]",0,3,3,3,1,1,0,,,1,FALSE,0.3958,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.118"",""0.580"",""0.482"",""0.813""]","[1,0,1,1]",0,4,4,4,1,1,0,,,1,FALSE,0.2963,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.610"",""0.201"",""0.482"",""0.813""]","[0,1,1,1]",0,5,5,5,1,1,0,,,1,FALSE,0.9715,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.054"",""0.332"",""0.557"",""0.741""]","[1,1,0,1]",0,6,6,6,1,1,1,,,1,FALSE,0.4991,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.167"",""0.610"",""0.847"",""0.881""]","[1,0,1,1]",0,7,7,7,1,0,1,,,1,FALSE,0.2639,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.167"",""0.447"",""0.695"",""0.881""]","[1,1,0,1]",0,8,8,8,1,0,1,,,1,FALSE,0.4498,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.263"",""0.626"",""0.921"",""0.966""]","[1,0,1,1]",0,9,9,9,1,0,0,,,1,FALSE,0.3834,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.263"",""0.391"",""0.571"",""0.966""]","[1,1,0,1]",0,10,10,10,1,0,0,,,1,FALSE,1.509,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.054"",""0.612"",""0.520"",""0.741""]","[1,0,1,1]",0,11,11,11,1,1,1,,,1,FALSE,0.6139,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.167"",""0.447"",""0.847"",""0.656""]","[1,1,1,0]",0,12,12,12,1,0,1,,,1,FALSE,1.4243,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.633"",""0.391"",""0.921"",""0.966""]","[0,1,1,1]",0,13,13,13,1,0,0,,,1,FALSE,0.7252,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.118"",""0.201"",""0.641"",""0.813""]","[1,1,0,1]",0,14,14,14,1,1,0,,,1,FALSE,0.9004,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.580"",""0.332"",""0.520"",""0.741""]","[0,1,1,1]",0,15,15,15,1,1,1,,,1,FALSE,0.5801,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.054"",""0.332"",""0.626"",""0.741""]","[1,1,0,1]",0,16,16,16,1,1,1,,,1,FALSE,2.1618,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.167"",""0.641"",""0.847"",""0.881""]","[1,0,1,1]",0,17,17,17,1,0,1,,,1,FALSE,1.862,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.167"",""0.447"",""0.679"",""0.881""]","[1,1,0,1]",0,18,18,18,1,0,1,,,1,FALSE,0.8972,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.118"",""0.670"",""0.482"",""0.813""]","[1,0,1,1]",0,19,19,19,1,1,0,,,1,FALSE,0.4471,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.571"",""0.447"",""0.847"",""0.881""]","[0,1,1,1]",0,20,20,20,1,0,1,,,1,FALSE,0.7344,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.263"",""0.391"",""0.633"",""0.966""]","[1,1,0,1]",0,21,21,21,1,0,0,,,1,FALSE,0.369,,,,,,,,,,,,,
,612ebbfbc8d323e04fcdbad9,001,2022-04-29_03h05.23.869,classification_task,2021.2.3,Win32,60.03842459,612ebbfbc8d323e04fcdbad9,626b377229c10585ec392f8a,626b399536ced6f9f0249f3f,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.263"",""0.391"",""0.921"",""0.626""]","[1,1,1,0]",0,22,22,22,1,0,0,,,1,FALSE,0.35,,,,,,,,,,,,,
